CLIENTNUM,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
716548083,39,M,Graduate,Married,Less than $40K,Blue,2973
717631008,38,M,Graduate,Married,$80K - $120K,Blue,24296
813964383,35,M,Graduate,Single,$40K - $60K,Blue,8969
719952408,30,M,Graduate,Married,Less than $40K,Blue,2550
771028533,48,F,Post-Graduate,Married,Less than $40K,Silver,10357
771823308,33,F,Uneducated,Unknown,Less than $40K,Blue,1475
719854008,47,M,Unknown,Single,$40K - $60K,Blue,5154
713998233,37,F,High School,Single,Less than $40K,Blue,3586
714746358,38,M,Unknown,Married,$60K - $80K,Blue,4646
713574708,39,M,College,Single,$40K - $60K,Blue,1640
714753258,34,M,Unknown,Married,$60K - $80K,Blue,2379
712004208,65,M,Graduate,Single,Less than $40K,Blue,3422
719621958,43,M,Graduate,Unknown,$60K - $80K,Blue,4365
819610908,38,M,Uneducated,Single,$80K - $120K,Blue,32938
823948308,48,M,Post-Graduate,Unknown,$40K - $60K,Blue,6710
712064358,38,M,Graduate,Married,$60K - $80K,Blue,2507
816013383,65,F,Graduate,Divorced,Less than $40K,Blue,6184
758765808,36,F,Unknown,Married,Less than $40K,Blue,2029
780881358,35,M,Graduate,Single,$40K - $60K,Silver,16659
709422183,58,F,Graduate,Married,Less than $40K,Blue,2203
779951058,54,F,High School,Married,Unknown,Blue,5122
809941233,53,M,Graduate,Married,$80K - $120K,Blue,3074
710844408,38,M,Post-Graduate,Married,$60K - $80K,Blue,2584
819002508,31,M,Unknown,Single,$40K - $60K,Blue,2037
807141183,34,M,Graduate,Married,$120K +,Blue,14938
711119358,38,M,Unknown,Married,$60K - $80K,Blue,2014
808273533,39,M,High School,Single,$60K - $80K,Blue,1818
716297658,37,M,Graduate,Single,$80K - $120K,Blue,14926
716532258,51,F,High School,Single,Less than $40K,Blue,2827
720540708,53,F,Uneducated,Married,Less than $40K,Blue,2773
720904233,53,M,Graduate,Married,$80K - $120K,Blue,16033
720863133,65,M,Graduate,Married,Less than $40K,Blue,3213
714957108,33,F,High School,Divorced,Less than $40K,Blue,3616
790102008,37,M,Doctorate,Single,$60K - $80K,Blue,5924
781933983,47,M,Graduate,Married,$40K - $60K,Blue,14535
712643358,59,F,High School,Married,Less than $40K,Blue,2833
716686158,59,F,Post-Graduate,Married,Less than $40K,Blue,1479
806894133,34,F,Post-Graduate,Single,Unknown,Blue,1617
721344858,26,M,Uneducated,Single,Less than $40K,Blue,2237
813230208,45,M,College,Single,$120K +,Blue,2900
716835033,54,F,Graduate,Married,Unknown,Blue,13126
787500333,52,M,Post-Graduate,Single,$80K - $120K,Blue,8695
768582033,47,M,High School,Married,$40K - $60K,Blue,6692
713992158,57,F,Unknown,Married,Less than $40K,Blue,2159
719916408,34,M,Graduate,Married,$60K - $80K,Blue,2501
789433758,36,M,College,Married,$80K - $120K,Blue,6338
785011383,36,F,Uneducated,Divorced,$40K - $60K,Blue,2190
719283633,57,F,Uneducated,Married,$40K - $60K,Blue,7578
710816358,29,M,Post-Graduate,Married,Less than $40K,Blue,2963
779653458,37,M,Graduate,Married,$80K - $120K,Blue,8260
716382708,46,F,Graduate,Single,Less than $40K,Blue,8309
710387583,55,M,High School,Married,$80K - $120K,Blue,3864
718772133,56,M,Graduate,Married,$80K - $120K,Blue,10230
711224733,32,M,High School,Married,$120K +,Blue,22382
718360083,39,M,Uneducated,Married,$120K +,Blue,25790
716102583,63,F,Graduate,Married,Less than $40K,Blue,2675
720673008,49,F,Unknown,Divorced,Less than $40K,Blue,1652
708459633,38,M,High School,Married,$60K - $80K,Blue,5815
712868733,60,M,Uneducated,Married,Less than $40K,Blue,2595
713790708,38,M,Uneducated,Married,$60K - $80K,Blue,3421
717648783,63,M,High School,Married,$80K - $120K,Blue,6922
714709983,43,F,College,Married,Less than $40K,Blue,6979
819409608,39,F,Graduate,Married,Less than $40K,Blue,2594
717585858,35,F,High School,Single,Unknown,Blue,16915
791856033,45,M,College,Divorced,$80K - $120K,Blue,34516
714474483,35,F,Graduate,Married,$40K - $60K,Blue,2523
716448783,48,F,Graduate,Married,$40K - $60K,Blue,6235
711065133,26,M,High School,Single,$40K - $60K,Blue,1473
713769258,36,M,College,Married,$120K +,Blue,17116
712288158,37,M,College,Married,$80K - $120K,Blue,4631
714130233,39,M,Unknown,Married,$60K - $80K,Blue,3047
789127533,49,M,High School,Divorced,$80K - $120K,Blue,32338
717038733,56,M,Uneducated,Married,$60K - $80K,Blue,2253
804840033,45,M,College,Married,$60K - $80K,Blue,16611
709363383,34,M,High School,Single,Unknown,Blue,22886
789760233,29,M,Unknown,Divorced,$80K - $120K,Blue,3544
712058958,28,M,High School,Single,Less than $40K,Blue,3480
708295533,65,F,Post-Graduate,Married,Less than $40K,Blue,3549
817686633,26,F,College,Single,Less than $40K,Blue,1438.3
713738883,57,F,Uneducated,Married,Less than $40K,Blue,3136
721310283,47,M,Graduate,Single,$120K +,Blue,34516
803132733,54,F,Graduate,Married,Less than $40K,Blue,6814
779852133,48,M,Unknown,Married,$120K +,Silver,34516
716210283,36,F,High School,Married,Unknown,Blue,8500
711615933,43,M,Graduate,Married,$80K - $120K,Blue,28170
785311158,54,F,Graduate,Single,Less than $40K,Blue,6610
717267108,37,M,College,Single,$60K - $80K,Blue,15755
711636558,33,M,Graduate,Married,$80K - $120K,Blue,2711
717504258,38,M,College,Married,$40K - $60K,Blue,3735
718242333,36,M,Graduate,Single,$80K - $120K,Blue,10216
771844458,40,F,Graduate,Married,Unknown,Blue,20420
708892833,37,M,Graduate,Married,$120K +,Blue,13662
779465358,26,F,High School,Single,Unknown,Blue,3038
720191883,45,M,High School,Single,$60K - $80K,Blue,7050
710934033,26,M,High School,Single,Less than $40K,Blue,1775
714473658,42,M,Graduate,Single,$40K - $60K,Blue,8960
716569983,33,M,College,Married,$80K - $120K,Blue,2355
789833583,57,F,High School,Married,$40K - $60K,Blue,6803
818923158,55,M,Graduate,Married,$60K - $80K,Blue,2145
716596308,40,M,Uneducated,Single,$80K - $120K,Blue,3919
716620458,32,M,High School,Single,Less than $40K,Blue,4500
710251608,62,F,High School,Married,Less than $40K,Blue,2941
710633808,26,M,Graduate,Single,$60K - $80K,Blue,7102
719318583,37,M,High School,Married,Less than $40K,Blue,6866
819202533,57,M,Doctorate,Married,$80K - $120K,Blue,10378
827360883,47,F,High School,Married,Unknown,Blue,13473
771196083,47,M,Graduate,Married,$80K - $120K,Blue,18178
809962908,48,F,Graduate,Single,Unknown,Blue,8171
788965683,49,F,Uneducated,Married,Less than $40K,Blue,1438.3
817142433,35,M,Graduate,Married,$80K - $120K,Blue,8082
716993058,57,M,Unknown,Divorced,$60K - $80K,Blue,24589
771040758,62,F,Graduate,Single,Unknown,Silver,30310
713309583,55,F,College,Married,Less than $40K,Blue,2967
710273658,36,M,Graduate,Married,$60K - $80K,Blue,3092
771429408,54,M,High School,Married,$80K - $120K,Blue,1618
719452308,30,F,Graduate,Married,Less than $40K,Blue,2498
818908833,46,M,Graduate,Married,$40K - $60K,Blue,2564
780998133,43,M,Graduate,Married,$80K - $120K,Blue,10540
801726933,34,M,Graduate,Married,$120K +,Blue,13384
788474658,55,M,Graduate,Married,$80K - $120K,Blue,16208
708438033,36,F,Unknown,Married,Less than $40K,Blue,3049
710562258,44,M,Graduate,Married,$80K - $120K,Blue,19214
770764908,39,M,Unknown,Married,$60K - $80K,Blue,3071
814776033,34,M,Graduate,Single,$80K - $120K,Blue,13395
715057383,40,M,Graduate,Married,$60K - $80K,Blue,17126
717970158,42,M,College,Single,$60K - $80K,Blue,8083
715168008,36,M,Graduate,Divorced,$40K - $60K,Blue,8995
720802833,26,F,High School,Single,Less than $40K,Blue,2404
789370383,42,M,High School,Married,$40K - $60K,Blue,2807
711782733,55,M,Graduate,Married,$40K - $60K,Blue,3097
709000008,45,M,Unknown,Single,$80K - $120K,Blue,10651
719381733,61,M,High School,Single,$60K - $80K,Blue,2175
771169458,41,M,College,Married,$120K +,Blue,28020
709974108,35,F,Graduate,Single,Less than $40K,Blue,2640
757024233,34,M,Graduate,Single,$120K +,Blue,31313
768928833,37,M,High School,Married,$80K - $120K,Blue,7304
720504633,46,M,Uneducated,Unknown,$60K - $80K,Blue,3254
812441358,26,M,College,Divorced,$40K - $60K,Blue,1438.3
713287608,54,F,High School,Married,Less than $40K,Blue,3161
711357858,47,F,Graduate,Single,Less than $40K,Blue,7246
715478733,56,F,Graduate,Married,Less than $40K,Blue,3088
780382008,42,F,Unknown,Single,Less than $40K,Silver,13719
715749858,30,M,Unknown,Married,$40K - $60K,Blue,4726
710951808,32,M,Unknown,Married,Less than $40K,Blue,6100
713469333,40,M,High School,Single,$80K - $120K,Blue,19279
719243808,33,F,Graduate,Married,Less than $40K,Blue,3792
772202058,64,M,Graduate,Married,Less than $40K,Blue,2084
711346383,33,M,High School,Single,$80K - $120K,Blue,34516
711405333,52,M,Post-Graduate,Married,$80K - $120K,Blue,6849
778407033,59,F,Uneducated,Married,Less than $40K,Blue,2417
714862083,41,F,Uneducated,Single,Unknown,Blue,5802
711199008,38,M,Unknown,Married,$40K - $60K,Blue,2919
709858533,29,M,Graduate,Divorced,Less than $40K,Blue,2462
718627458,43,F,Doctorate,Married,Unknown,Blue,1947
711816108,40,M,High School,Single,$80K - $120K,Blue,18563
717105258,37,F,Graduate,Married,Less than $40K,Blue,3992
715822008,32,M,High School,Married,Less than $40K,Blue,3568
714971583,36,M,Graduate,Single,$60K - $80K,Blue,7776
713663508,58,M,High School,Unknown,$40K - $60K,Blue,1438.3
709025583,53,M,High School,Married,$80K - $120K,Blue,9355
812809083,37,F,Unknown,Single,Unknown,Blue,19636
714073983,47,M,Unknown,Single,$40K - $60K,Blue,7327
789297558,36,M,Uneducated,Single,$120K +,Blue,7049
710375283,26,F,Uneducated,Single,$40K - $60K,Blue,2033
712189233,38,F,Graduate,Married,$40K - $60K,Blue,5153
713767383,32,F,High School,Married,$40K - $60K,Blue,2062
797414733,37,F,Graduate,Single,Less than $40K,Blue,2005
712452033,26,M,Unknown,Single,Less than $40K,Blue,2479
714151533,55,F,Graduate,Married,$40K - $60K,Blue,4589
720440583,35,M,Unknown,Married,$80K - $120K,Blue,2263
787494783,58,M,High School,Married,$60K - $80K,Blue,8184
819966033,32,M,Graduate,Single,Unknown,Blue,9238
710297133,47,M,High School,Married,$80K - $120K,Blue,30210
793355508,32,M,Graduate,Single,Less than $40K,Blue,6942
708580908,56,M,High School,Married,$60K - $80K,Blue,14551
719826333,34,F,Doctorate,Single,Less than $40K,Blue,1438.3
780689733,65,M,Unknown,Single,Unknown,Blue,11332
744764433,55,M,Uneducated,Married,$120K +,Blue,30967
714902283,43,M,High School,Married,$80K - $120K,Blue,7866
789309558,31,M,College,Married,Less than $40K,Blue,2718
713188383,54,F,College,Married,Less than $40K,Blue,3084
719506983,52,M,Graduate,Married,$80K - $120K,Blue,17302
714804483,48,M,College,Divorced,$40K - $60K,Blue,12159
748503708,54,F,High School,Single,Less than $40K,Blue,2797
803587533,33,M,Uneducated,Single,$60K - $80K,Blue,2618
789777408,26,F,Post-Graduate,Single,Less than $40K,Blue,1442
716811483,30,F,Uneducated,Married,Less than $40K,Blue,2063
714118383,49,F,Graduate,Married,Less than $40K,Blue,8154
720532908,36,F,Unknown,Divorced,$40K - $60K,Blue,9735
765055833,56,M,Unknown,Married,$80K - $120K,Blue,4310
715310208,53,M,Uneducated,Married,$80K - $120K,Blue,11450
718577958,39,M,Uneducated,Married,$120K +,Blue,8906
789167658,34,M,College,Married,$60K - $80K,Blue,4245
789987183,53,M,College,Married,$80K - $120K,Blue,21953
717730533,32,M,Graduate,Single,$40K - $60K,Blue,1614
708668283,39,M,Graduate,Married,$80K - $120K,Blue,5140
772360683,57,M,High School,Married,$120K +,Blue,31762
712500933,48,F,Graduate,Single,Unknown,Blue,11692
804867183,37,M,Unknown,Married,$60K - $80K,Blue,16043
826068183,36,M,Graduate,Married,$80K - $120K,Blue,15488
820044333,39,M,College,Divorced,$40K - $60K,Blue,2503
714211533,31,M,Graduate,Divorced,Less than $40K,Blue,3312
710287533,31,M,Graduate,Single,$40K - $60K,Blue,6269
720603558,36,M,Graduate,Single,$60K - $80K,Blue,20337
819258408,47,F,Graduate,Single,Less than $40K,Blue,2224
717664008,37,M,College,Married,$60K - $80K,Blue,3100
717437058,38,M,Unknown,Divorced,$60K - $80K,Silver,26437
717327783,39,M,Graduate,Married,$80K - $120K,Blue,9959
712887633,39,M,Unknown,Single,$80K - $120K,Blue,25008
716129208,37,M,Graduate,Married,$40K - $60K,Blue,2031
718037433,58,M,Graduate,Married,$80K - $120K,Blue,1654
709839858,58,F,Graduate,Married,Less than $40K,Blue,4608
719686458,37,M,Graduate,Married,$40K - $60K,Blue,3908
721434483,54,M,Graduate,Married,$80K - $120K,Blue,2798
716096358,45,F,Uneducated,Single,Less than $40K,Blue,2551
718244958,36,F,Graduate,Married,Unknown,Blue,8621
711315783,53,M,Graduate,Married,$40K - $60K,Blue,7451
821296083,34,F,College,Married,Less than $40K,Blue,2617
711562833,35,M,Graduate,Married,$80K - $120K,Blue,12634
716447733,32,M,Graduate,Married,$40K - $60K,Blue,6407
719591283,38,M,Uneducated,Married,Less than $40K,Blue,1438.3
789911808,37,M,Uneducated,Married,$80K - $120K,Blue,2672
713195808,37,F,High School,Married,Unknown,Blue,11948
717866133,47,F,Graduate,Single,Less than $40K,Blue,2677
716670783,52,F,Doctorate,Single,Unknown,Blue,24703
789197508,54,M,High School,Married,$60K - $80K,Blue,2240
713108433,53,M,College,Married,$80K - $120K,Blue,6052
711403383,33,F,College,Single,Less than $40K,Blue,2562
768212583,49,M,Graduate,Married,$60K - $80K,Blue,15377
720181758,37,M,Doctorate,Married,$120K +,Blue,8654
710632683,31,M,Uneducated,Married,$40K - $60K,Blue,1438.3
711836733,43,M,Graduate,Single,$120K +,Blue,1438.3
771183933,39,M,Uneducated,Married,$80K - $120K,Blue,16040
711327558,38,M,High School,Married,$40K - $60K,Blue,2801
788971308,62,F,Uneducated,Married,Less than $40K,Blue,2658
718950483,58,F,Unknown,Married,$40K - $60K,Blue,12423
714278958,39,F,High School,Married,Unknown,Blue,9347
711817158,30,M,College,Divorced,$40K - $60K,Blue,3143
765824058,46,M,Doctorate,Married,$80K - $120K,Blue,5106
710109633,39,M,College,Married,$60K - $80K,Blue,9871
713643858,53,F,College,Married,$40K - $60K,Blue,1525
716399583,34,M,Uneducated,Married,$120K +,Blue,19630
714516783,54,F,Graduate,Divorced,Less than $40K,Silver,12547
710490708,54,M,High School,Single,$80K - $120K,Blue,17686
780662133,39,M,Uneducated,Married,$60K - $80K,Blue,3257
715389708,36,F,Graduate,Married,Less than $40K,Blue,4824
789607983,38,M,High School,Married,$40K - $60K,Blue,8603
720171033,45,M,Unknown,Married,$60K - $80K,Blue,11498
815104608,28,F,Graduate,Divorced,Less than $40K,Blue,3818
719660658,37,F,High School,Single,Unknown,Blue,16594
714159858,57,M,Graduate,Married,$40K - $60K,Blue,5387
714225333,48,F,Graduate,Married,Less than $40K,Blue,2930
712204308,33,M,Unknown,Single,$40K - $60K,Blue,10023
718468158,38,M,Uneducated,Married,$60K - $80K,Blue,9303
711575058,36,M,Unknown,Married,$60K - $80K,Blue,2956
735417408,37,M,High School,Married,$60K - $80K,Blue,2218
717171408,36,M,Unknown,Married,$80K - $120K,Blue,9959
814312308,54,F,Uneducated,Married,$40K - $60K,Blue,5335
711786108,52,M,Graduate,Married,$60K - $80K,Blue,7187
712905708,53,F,Graduate,Married,Less than $40K,Blue,2590
720050208,27,F,High School,Single,Less than $40K,Blue,4255
793952133,32,F,High School,Married,Less than $40K,Blue,2778
798140283,57,M,Graduate,Married,$120K +,Blue,10711
720427683,58,M,Uneducated,Single,$120K +,Blue,16163
789970233,54,F,High School,Married,Less than $40K,Blue,2513
713893308,45,M,Graduate,Divorced,$60K - $80K,Blue,3291
718843608,36,F,Post-Graduate,Divorced,Less than $40K,Blue,8917
752085108,39,F,Graduate,Married,$40K - $60K,Blue,4955
789435783,39,F,Graduate,Married,$40K - $60K,Blue,2909
711032058,34,M,High School,Single,$80K - $120K,Silver,34516
784719708,54,F,Uneducated,Married,$40K - $60K,Blue,1438.3
804663258,54,M,High School,Married,$80K - $120K,Blue,14015
716900433,36,M,Graduate,Married,$60K - $80K,Blue,2540
720909408,37,M,High School,Divorced,$120K +,Blue,3497
712187808,27,M,Uneducated,Married,$40K - $60K,Blue,3682
718428033,55,F,Graduate,Single,Less than $40K,Blue,4430
714892533,26,M,Unknown,Single,Unknown,Blue,3877
714985458,56,M,Graduate,Married,$60K - $80K,Blue,15124
716647983,58,F,Graduate,Married,Less than $40K,Blue,7712
712340733,42,F,Graduate,Unknown,Unknown,Blue,19373
719293533,30,M,College,Single,Unknown,Blue,21590
715257708,38,M,High School,Married,$60K - $80K,Blue,3657
708331758,47,F,Uneducated,Divorced,Unknown,Silver,32444
709501683,33,F,Graduate,Single,$40K - $60K,Blue,5830
711692508,54,F,Post-Graduate,Married,Less than $40K,Blue,1438.3
715612983,65,F,Graduate,Single,Unknown,Blue,6463
709674333,33,M,High School,Single,$60K - $80K,Blue,2400
805522758,44,F,Doctorate,Divorced,Less than $40K,Blue,2311
781013958,57,F,Unknown,Married,$40K - $60K,Blue,3585
717495258,34,M,Uneducated,Married,$80K - $120K,Blue,9131
795052083,63,F,Uneducated,Single,$40K - $60K,Blue,1438.3
773389908,37,F,High School,Single,Less than $40K,Blue,1438.3
719320833,39,M,Post-Graduate,Married,$60K - $80K,Blue,5471
816843933,39,M,High School,Married,$80K - $120K,Blue,8823
789196158,55,M,Graduate,Married,$60K - $80K,Blue,2173
717930483,37,M,Graduate,Single,$120K +,Blue,5616
773442258,57,M,Doctorate,Married,$80K - $120K,Blue,8571
719872833,45,F,Graduate,Divorced,Less than $40K,Blue,2803
721491258,53,M,Graduate,Married,$80K - $120K,Blue,3924
770575233,37,M,Graduate,Single,$60K - $80K,Blue,5663
715800708,60,F,Uneducated,Married,Less than $40K,Blue,3955
719996958,29,F,Uneducated,Single,Less than $40K,Blue,7997
719889408,56,F,Uneducated,Married,Less than $40K,Blue,3652
708811233,37,M,Graduate,Married,$80K - $120K,Blue,12702
794627208,43,M,High School,Married,$60K - $80K,Blue,7189
719020983,58,M,Graduate,Married,$80K - $120K,Blue,12421
719131533,29,F,Post-Graduate,Divorced,Less than $40K,Blue,2585
710449983,38,M,High School,Married,$120K +,Blue,2818
715651833,65,M,Unknown,Single,Less than $40K,Blue,2351
720714933,62,F,Graduate,Married,Less than $40K,Blue,3143
789170283,53,M,Graduate,Unknown,$80K - $120K,Blue,6514
810201783,26,F,Graduate,Single,$40K - $60K,Blue,3119
715517733,46,F,High School,Single,Less than $40K,Silver,13092
709042908,51,F,College,Married,$40K - $60K,Blue,1438.3
715023333,39,M,Uneducated,Married,Less than $40K,Blue,3702
720801033,51,F,High School,Married,Unknown,Blue,9095
714345783,59,M,High School,Married,$40K - $60K,Blue,2701
779209083,56,M,Unknown,Married,$40K - $60K,Blue,1813
713972658,56,F,Graduate,Married,Unknown,Blue,5335
710782458,31,M,Graduate,Married,$40K - $60K,Blue,2469
711142308,37,M,High School,Divorced,$40K - $60K,Blue,3091
824789283,36,M,High School,Single,$40K - $60K,Blue,2683
715187733,26,F,Unknown,Single,Unknown,Blue,5464
721014858,61,F,Graduate,Married,Less than $40K,Blue,2942
710363433,26,M,High School,Single,Less than $40K,Blue,2735
715479483,35,M,College,Married,$80K - $120K,Blue,15279
708243483,53,M,College,Married,$120K +,Blue,14938
714770808,59,M,High School,Married,Less than $40K,Blue,4328
720626058,37,M,Graduate,Single,$80K - $120K,Blue,34516
709185108,38,M,High School,Married,$60K - $80K,Blue,5824
719596908,56,F,Doctorate,Married,Unknown,Blue,11281
719273733,37,M,Uneducated,Married,$60K - $80K,Blue,7959
717348258,33,M,Graduate,Married,$120K +,Blue,4459
770882508,38,M,College,Married,$80K - $120K,Blue,17162
799026633,56,M,Uneducated,Married,$120K +,Blue,16254
718777008,59,M,High School,Married,$80K - $120K,Blue,3278
713352183,30,M,Post-Graduate,Married,Less than $40K,Blue,7173
716128083,56,M,High School,Married,$40K - $60K,Blue,3295
721288158,33,M,Unknown,Single,$120K +,Blue,25033
757881258,31,M,Graduate,Divorced,$60K - $80K,Blue,4232
715843533,26,M,College,Single,$40K - $60K,Blue,2703
717234183,29,M,Graduate,Married,Less than $40K,Blue,2710
717260058,53,F,Uneducated,Married,Less than $40K,Blue,2322
709710783,35,F,High School,Single,Less than $40K,Blue,5931
787284858,35,M,Uneducated,Unknown,$120K +,Blue,3300
815845758,56,F,High School,Married,Less than $40K,Blue,1438.3
720639783,35,F,Uneducated,Single,Unknown,Silver,34516
713331408,35,M,Uneducated,Married,$40K - $60K,Blue,8682
778693458,32,M,High School,Divorced,$60K - $80K,Blue,12616
788610258,49,M,College,Unknown,Less than $40K,Blue,9652
711173883,36,M,Graduate,Divorced,$120K +,Blue,1651
717628608,37,M,Unknown,Married,$60K - $80K,Blue,2576
789261558,58,M,High School,Married,$60K - $80K,Blue,2212
770647233,35,F,High School,Married,Less than $40K,Blue,2157
712826208,39,F,Graduate,Married,$40K - $60K,Blue,2575
718181433,65,F,Uneducated,Single,Less than $40K,Blue,8705
714460683,65,M,High School,Married,Less than $40K,Blue,3838
716460933,51,M,Unknown,Married,$120K +,Blue,10306
710787708,56,F,Uneducated,Married,$40K - $60K,Blue,5366
713800158,58,M,High School,Married,$80K - $120K,Blue,2994
712551258,39,M,Uneducated,Married,Less than $40K,Blue,4247
715379133,51,F,College,Single,Less than $40K,Blue,1737
712091433,58,M,Uneducated,Single,$40K - $60K,Silver,18431
771756333,34,F,Graduate,Married,Less than $40K,Blue,2263
779895108,39,M,Unknown,Single,$80K - $120K,Blue,2718
771976683,54,F,College,Married,Unknown,Blue,5839
716800908,26,F,High School,Single,Unknown,Blue,5137
789413958,53,M,Graduate,Single,$80K - $120K,Blue,11909
711574008,32,M,College,Single,$80K - $120K,Blue,21390
714138408,49,M,High School,Married,$60K - $80K,Blue,9264
709334658,39,F,Uneducated,Married,Less than $40K,Blue,5484
709564683,32,M,Graduate,Married,$40K - $60K,Blue,4739
772292358,30,M,College,Divorced,Less than $40K,Blue,7970
712933083,37,M,Uneducated,Single,$80K - $120K,Blue,3127
710497608,38,M,Uneducated,Single,$40K - $60K,Blue,7756
721443408,46,M,Uneducated,Single,$120K +,Blue,34516
709149408,36,M,Uneducated,Married,$60K - $80K,Blue,5605
708446808,33,M,Post-Graduate,Married,$80K - $120K,Blue,2946
824192658,58,F,Post-Graduate,Single,Less than $40K,Blue,8886
711625683,46,M,Doctorate,Married,$120K +,Blue,3104
717487983,39,M,Unknown,Married,$80K - $120K,Blue,19435
717301908,54,F,Doctorate,Married,Less than $40K,Blue,3312
718435158,50,M,High School,Married,$120K +,Blue,34516
714797733,41,M,College,Single,$60K - $80K,Blue,5246
719213133,53,M,Graduate,Unknown,$60K - $80K,Blue,2432
798962058,36,F,Graduate,Married,Less than $40K,Blue,3103
718970058,38,M,Unknown,Married,$120K +,Blue,30746
713021208,55,F,College,Single,Unknown,Silver,34516
810856833,45,M,College,Unknown,$120K +,Blue,11962
787868958,36,M,High School,Single,$80K - $120K,Blue,14690
708161133,45,M,Graduate,Single,$40K - $60K,Blue,6629
708174708,38,M,Graduate,Married,$40K - $60K,Blue,5535
708735183,35,F,High School,Married,Less than $40K,Blue,2544
708445608,48,M,College,Married,Less than $40K,Blue,3305
778943883,51,M,Uneducated,Single,$120K +,Blue,34516
788810658,37,F,College,Single,Unknown,Blue,9466
789050883,33,F,Doctorate,Single,Unknown,Blue,5297
714531108,31,M,College,Married,$80K - $120K,Blue,4260
711635358,40,F,College,Single,Less than $40K,Blue,7291
803648508,43,M,High School,Unknown,$80K - $120K,Blue,13882
813200058,63,M,Graduate,Married,$40K - $60K,Blue,6500
805261983,35,F,Unknown,Married,Less than $40K,Blue,1626
715206408,31,F,High School,Single,Less than $40K,Blue,6662
788684508,36,M,Uneducated,Married,$80K - $120K,Blue,5846
737933883,34,M,High School,Married,$60K - $80K,Blue,8063
768655158,29,M,Unknown,Married,$60K - $80K,Blue,6224
774437583,55,M,Doctorate,Married,$60K - $80K,Blue,4597
713104458,46,M,Graduate,Single,$40K - $60K,Blue,7869
715462008,45,M,College,Married,$60K - $80K,Blue,17884
715366083,52,F,Doctorate,Single,Less than $40K,Blue,1438.3
712322058,40,F,High School,Married,Less than $40K,Blue,2046
719737833,46,F,Uneducated,Married,Less than $40K,Blue,6370
789530208,54,F,Graduate,Married,Less than $40K,Blue,2737
717885183,36,M,Graduate,Single,Less than $40K,Blue,2622
716244033,44,M,Graduate,Married,$40K - $60K,Blue,7266
711614658,37,F,Uneducated,Single,Less than $40K,Blue,2258
804598908,35,M,Graduate,Single,$80K - $120K,Blue,6510
719161683,64,F,Unknown,Married,Unknown,Blue,2508
719327808,52,F,Uneducated,Married,Unknown,Blue,4006
714038433,37,F,High School,Single,$40K - $60K,Blue,3252
710129283,45,F,Uneducated,Married,Unknown,Blue,16317
709367433,28,M,Unknown,Single,$40K - $60K,Blue,2109
719729433,65,F,Graduate,Married,Less than $40K,Blue,7023
717192933,55,M,Graduate,Married,$120K +,Blue,8302
711734508,55,M,Graduate,Married,$80K - $120K,Blue,9959
715153158,41,M,Uneducated,Single,$40K - $60K,Blue,3636
712149033,57,F,High School,Married,Less than $40K,Blue,5184
713901108,37,M,High School,Single,$60K - $80K,Blue,14575
719415858,29,M,College,Divorced,Unknown,Blue,3107
719385558,62,F,College,Married,$40K - $60K,Blue,1438.3
779528658,42,M,College,Unknown,$60K - $80K,Blue,3092
721508283,47,F,Graduate,Married,Less than $40K,Blue,8322
757753083,44,F,Graduate,Married,Less than $40K,Silver,10110
797753283,34,F,High School,Married,Less than $40K,Blue,2707
807523008,37,M,Graduate,Single,Unknown,Blue,4397
711416958,33,F,Graduate,Single,Unknown,Blue,5795
780865308,40,M,Uneducated,Married,$80K - $120K,Blue,9760
708423933,51,M,Doctorate,Single,$40K - $60K,Blue,6103
714321408,65,M,High School,Married,$40K - $60K,Blue,2246
771852483,46,M,Graduate,Single,$80K - $120K,Blue,4930
708185208,27,M,Graduate,Single,$40K - $60K,Blue,3178
714920208,37,F,High School,Unknown,Less than $40K,Blue,3003
789952158,34,F,Doctorate,Married,Unknown,Blue,2318
713237958,34,M,Graduate,Married,$40K - $60K,Blue,2638
715956258,35,F,Uneducated,Married,Less than $40K,Blue,2004
769196433,55,F,Post-Graduate,Married,Less than $40K,Blue,2414
778942233,60,F,Doctorate,Married,Less than $40K,Blue,1438.3
708651933,56,M,Graduate,Married,$60K - $80K,Blue,2043
720467583,52,M,High School,Single,$80K - $120K,Blue,34516
716549058,45,F,Uneducated,Married,$40K - $60K,Blue,3111
713533983,56,M,Graduate,Married,$120K +,Blue,2585
787463508,26,M,Graduate,Single,Less than $40K,Blue,2469
710256708,30,M,Unknown,Single,Less than $40K,Blue,8744
708980283,34,M,High School,Married,$80K - $120K,Blue,4185
719484408,39,M,Uneducated,Married,$60K - $80K,Blue,4759
710023233,36,M,Graduate,Single,$120K +,Blue,24457
789101883,32,M,Unknown,Single,$120K +,Blue,14244
778381608,48,M,Doctorate,Single,$80K - $120K,Blue,6572
787492908,50,F,Uneducated,Married,Unknown,Blue,23381
709932558,39,F,Uneducated,Married,Less than $40K,Blue,3471
780219483,61,F,Graduate,Married,Less than $40K,Blue,2250
708590658,65,F,Unknown,Married,Unknown,Blue,15965
715143333,45,F,High School,Divorced,Less than $40K,Blue,9433
801048483,34,M,Uneducated,Divorced,$120K +,Blue,9180
711913833,37,M,Graduate,Married,$40K - $60K,Blue,8818
